I(x)	J(y)	bx	by	ix	iy	Distance 
16	16	2.60936	2.17677	2.67924	2.11177	0.09543696558462
17	16	2.77845	2.19778	2.86954	2.18912	0.091500730598176
18	16	2.91264	2.23512	3.02812	2.2397	0.115570786966257
19	16	3.05489	2.26312	3.18094	2.26053	0.126076606077416
20	16	3.17029	2.25146	3.27032	2.28136	0.104403117290625
21	16	3.27765	2.26546	3.39719	2.30516	0.125959920609692
22	16	3.41453	2.26779	3.5673	2.32896	0.164561361807685
23	16	3.50041	2.27946	3.64227	2.35277	0.159682859756456
24	16	3.59166	2.29346	3.73742	2.35872	0.159702364415809
25	16	3.72586	2.30747	3.8268	2.38847	0.129421341362234
26	16	3.79832	2.30047	3.896	2.3974	0.137611072592288
27	16	3.85737	2.3168	3.95078	2.3974	0.123376610830416
28	16	3.94057	2.3238	4.0171	2.4212	0.123869289575746
1	17	0.939347	2.42103	0.808834	2.35018	0.148503756413769
2	17	1.01857	2.42103	0.846141	2.3339	0.193192642046741
3	17	1.10289	2.43703	0.909277	2.31762	0.227474705998271
4	17	1.18978	2.43703	0.958063	2.31762	0.260675116167616
5	17	1.27922	2.43703	1.04703	2.32847	0.256315176491756
6	17	1.34822	2.45531	1.17043	2.3339	0.215289740117823
7	17	1.47088	2.45531	1.28235	2.29592	0.246877971880846
8	17	1.56032	2.47816	1.35123	2.32847	0.257149225548124
9	17	1.65998	2.47816	1.52341	2.29592	0.227734017002291
10	17	1.7852	2.47816	1.65829	2.32305	0.200412724645917
11	17	1.89764	2.45531	1.81039	2.32305	0.158446426592713
12	17	2.01519	2.45531	1.97971	2.3339	0.126488017219024
13	17	2.1404	2.45759	2.12607	2.3339	0.124517328111392
14	17	2.27328	2.46902	2.2753	2.38815	0.080895224210086
15	17	2.40872	2.4713	2.43027	2.4207	0.05499784086671
16	17	2.59016	2.47816	2.6455	2.50208	0.06028832391102
17	17	2.74348	2.47816	2.82056	2.50208	0.080706212895911
18	17	2.87637	2.47816	2.98701	2.51293	0.115974835632563
19	17	3.05014	2.47816	3.18502	2.54006	0.14840560771076
20	17	3.15746	2.47816	3.3113	2.57261	0.180520215211483
21	17	3.25968	2.47816	3.40313	2.55633	0.163366004419524
22	17	3.4309	2.49644	3.60401	2.58889	0.196250030828023
23	17	3.50756	2.52614	3.70733	2.60516	0.214830661917707
24	17	3.58422	2.52614	3.80203	2.61059	0.233608644103766
25	17	3.72222	2.52614	3.95126	2.63771	0.254768888406728
26	17	3.80655	2.52614	4.01152	2.63771	0.23336787653831
27	17	3.86277	2.54442	4.06031	2.66484	0.231350444131841
28	17	3.94965	2.54442	4.15214	2.65941	0.232862406154364
1	18	0.951451	2.53952	0.822718	2.50826	0.13247404609583
2	18	1.03001	2.56342	0.86952	2.50826	0.169704642541093
3	18	1.10295	2.56342	0.923009	2.50826	0.188205709480345
4	18	1.19273	2.57936	0.966468	2.50826	0.23717019763031
5	18	1.2797	2.5933	1.03667	2.50826	0.257478897193537
6	18	1.34984	2.5933	1.18711	2.50826	0.183610605630503
7	18	1.4789	2.61321	1.27068	2.50826	0.233173906987896
8	18	1.57709	2.61321	1.37432	2.52554	0.22091107215348
9	18	1.66968	2.61321	1.52141	2.52554	0.172249881857725
10	18	1.79873	2.61321	1.65513	2.52554	0.168246809479407
11	18	1.91096	2.61321	1.79219	2.52554	0.147622294386722
12	18	2.00635	2.61321	1.95935	2.52554	0.099473759856557
13	18	2.14943	2.62317	2.1031	2.54528	0.090627374451653
14	18	2.2336	2.64309	2.21676	2.60699	0.039834603048104
15	18	2.35704	2.65703	2.35717	2.66376	0.006731255454965
16	18	2.58149	2.69487	2.62461	2.72546	0.052868539794475
17	18	2.73018	2.69687	2.82185	2.77236	0.118752385239203
18	18	2.87607	2.70483	3.00571	2.7847	0.15226866552249
19	18	3.03038	2.70085	3.18958	2.78964	0.18228632450077
20	18	3.14821	2.69487	3.34001	2.81925	0.228599265965576
21	18	3.27166	2.69288	3.45368	2.82666	0.225894596659592
22	18	3.42877	2.70682	3.62083	2.86615	0.249545772354492
23	18	3.50452	2.70882	3.72781	2.86368	0.271735245597622
24	18	3.58869	2.70682	3.81807	2.86615	0.279287008827837
25	18	3.72055	2.69886	3.97185	2.87356	0.306058458468313
26	18	3.79911	2.69487	4.02868	2.87356	0.290916656449918
27	18	3.85241	2.68691	4.07214	2.84887	0.272969438765588
28	18	3.95622	2.67894	4.1624	2.84641	0.265624534446651
1	19	0.959868	2.67556	0.822718	2.66869	0.137321955273001
2	19	1.04684	2.67556	0.872863	2.66869	0.174112588370284
3	19	1.1254	2.69481	0.943067	2.66869	0.184194400807951
4	19	1.18712	2.69481	0.976497	2.69337	0.210627922481802
5	19	1.26568	2.69481	1.05004	2.69337	0.215644807959756
6	19	1.34984	2.7223	1.18376	2.69337	0.168580874656647
7	19	1.48451	2.7223	1.26734	2.69337	0.219088461129289
8	19	1.5799	2.7223	1.37097	2.71312	0.209131578916241
9	19	1.68371	2.7223	1.51472	2.69337	0.17144843248044
10	19	1.81276	2.7223	1.64844	2.71312	0.164576227931011
11	19	1.91096	2.74429	1.78217	2.71312	0.132508237479789
12	19	2.01757	2.74429	1.9326	2.71312	0.090506738975614
13	19	2.1326	2.73879	2.1031	2.72546	0.032371884406071
14	19	2.2336	2.76629	2.19336	2.77976	0.042434637974183
15	19	2.34863	2.80203	2.34379	2.82913	0.027528813995521
16	19	2.57307	2.83227	2.61458	2.91305	0.090821189708129
17	19	2.73018	2.84876	2.79844	2.97475	0.143293083224558
18	19	2.86205	2.87626	2.98565	3.0019	0.176245197381375
19	19	3.01635	2.86526	3.19292	3.02659	0.239174274954477
20	19	3.15102	2.87626	3.34336	3.03893	0.251905149808415
21	19	3.28288	2.88725	3.46705	3.05127	0.246619442258716
22	19	3.42877	2.85976	3.63754	3.06855	0.29525950789094
23	19	3.51013	2.86526	3.72781	3.05867	0.291190677220271
24	19	3.5943	2.85426	3.83813	3.04386	0.308870893578531
25	19	3.72616	2.83227	3.98856	3.05127	0.341781743222191
26	19	3.79349	2.82677	4.03536	3.02412	0.312166813418723
27	19	3.87205	2.81302	4.14903	2.9945	0.331138808960834
28	19	3.95061	2.79928	4.20586	2.99203	0.319851723459481
1	20	0.968285	2.85701	0.819375	2.88343	0.151235592702247
2	20	1.04684	2.85701	0.872863	2.90811	0.181326243354347
3	20	1.13942	2.85701	0.923009	2.90811	0.222362161621531
4	20	1.19273	2.85701	0.966468	2.93279	0.238614963998489
5	20	1.28812	2.85701	1.05004	2.95748	0.258411120697233
6	20	1.36668	2.85701	1.17708	2.95748	0.214574884131392
7	20	1.4789	2.89	1.25062	2.95748	0.238044762177201
8	20	1.58551	2.89	1.37766	2.95748	0.218529569852686
9	20	1.67248	2.90925	1.51807	2.97722	0.168707939943561
10	20	1.80434	2.90925	1.62504	2.97722	0.191750908472424
11	20	1.91376	2.92849	1.75876	2.9945	0.168470531844593
12	20	2.00635	2.92849	1.91254	2.97722	0.10571153674032
13	20	2.14943	2.94224	2.07969	2.99203	0.085689624226041
14	20	2.2336	2.95599	2.1733	3.01918	0.087344525300674
15	20	2.34301	2.96148	2.34045	3.06855	0.107100599904949
16	20	2.57307	2.99448	2.61792	3.15493	0.166600495197343
17	20	2.73299	3.00822	2.80179	3.19196	0.196198439341397
18	20	2.86766	3.03022	2.97563	3.21911	0.217570570160581
19	20	2.99671	3.04671	3.15281	3.2586	0.263181652286021
20	20	3.14821	3.05496	3.31996	3.26847	0.274015661231252
21	20	3.27166	3.06596	3.44699	3.27835	0.275409006751777
22	20	3.43158	3.05771	3.63754	3.30056	0.318426826916326
23	20	3.51013	3.04946	3.73115	3.28575	0.323547221437613
24	20	3.59991	3.03022	3.8281	3.27588	0.335290190282985
25	20	3.73177	2.99723	3.96516	3.27588	0.363478630183399
26	20	3.80472	2.99997	4.04205	3.24626	0.342029666841927
27	20	3.87486	3.00547	4.11225	3.21417	0.316084960255942
28	20	3.9478	2.99173	4.1858	3.19689	0.31422066386538
1	21	0.94584	3.04396	0.842776	3.08336	0.110338334662075
2	21	1.03001	3.04396	0.876206	3.12285	0.172856305976959
3	21	1.1254	3.04396	0.919666	3.12285	0.220340896921112
4	21	1.20395	3.04396	0.976497	3.14259	0.247916808847242
5	21	1.27409	3.04396	1.03667	3.16481	0.266407542873696
6	21	1.36106	3.0742	1.16371	3.14259	0.208864105580638
7	21	1.49573	3.0742	1.27068	3.16481	0.242606006933052
8	21	1.58832	3.0742	1.3576	3.19689	0.261313134954981
9	21	1.67248	3.0742	1.50469	3.16481	0.190692569860496
10	21	1.80434	3.0742	1.61167	3.19689	0.228417523408341
11	21	1.89693	3.0742	1.75876	3.19689	0.184780369628378
12	21	2.01196	3.0742	1.89917	3.19689	0.166656593628935
13	21	2.14662	3.08795	2.05964	3.20183	0.14329750451421
14	21	2.2336	3.0907	2.17664	3.2117	0.13373646324021
15	21	2.34863	3.11544	2.33042	3.24379	0.129635360145294
16	21	2.57868	3.12094	2.60789	3.3055	0.186857212063115
17	21	2.72738	3.14569	2.80847	3.34005	0.210597715324739
18	21	2.86205	3.15943	2.989	3.3672	0.243484445909795
19	21	3.01074	3.17043	3.15615	3.40669	0.277421801053919
20	21	3.13419	3.14843	3.30658	3.41657	0.318774797780502
21	21	3.2913	3.15118	3.45368	3.41903	0.313226574383464
22	21	3.42316	3.15393	3.6342	3.4141	0.335001955964439
23	21	3.50733	3.14019	3.71109	3.43384	0.357419165826344
24	21	3.5943	3.14294	3.80469	3.41657	0.345162757260977
25	21	3.72336	3.14294	3.96182	3.42397	0.368566184694147
26	21	3.81033	3.11819	4.01865	3.40669	0.355850351130922
27	21	3.87486	3.13744	4.05208	3.38201	0.302028828590915
28	21	3.9478	3.11269	4.12563	3.3672	0.310481640358975
1	22	0.951451	3.25841	0.839433	3.33639	0.136487774998349
2	22	1.0244	3.25841	0.892921	3.37491	0.175667234967139
3	22	1.11417	3.25841	0.949753	3.37491	0.201507319690874
4	22	1.18712	3.25841	0.989869	3.39862	0.24200578732956
5	22	1.26848	3.25841	1.06007	3.39862	0.251184339081878
6	22	1.34423	3.25841	1.16705	3.39862	0.225946003505262
7	22	1.49293	3.23916	1.27737	3.42528	0.284792499901244
8	22	1.5827	3.23916	1.3576	3.42528	0.292079893864675
9	22	1.67529	3.23916	1.48798	3.42528	0.264056226020141
10	22	1.80434	3.25841	1.61836	3.44899	0.266287995974284
11	22	1.92218	3.25841	1.75876	3.46973	0.267137116103323
12	22	1.99793	3.25841	1.89249	3.42528	0.197390958506209
13	22	2.15504	3.25016	2.06967	3.43417	0.202849000490512
14	22	2.2336	3.25841	2.18333	3.44306	0.191370570882777
15	22	2.34863	3.24191	2.31705	3.45788	0.218266665572185
16	22	2.57868	3.25291	2.59786	3.46973	0.217666682797345
17	22	2.74141	3.25291	2.82185	3.49344	0.253624278214843
18	22	2.88168	3.2749	3.00237	3.50825	0.262713339212153
19	22	2.9911	3.2969	3.16618	3.52899	0.290721128403149
20	22	3.14541	3.2859	3.33667	3.54677	0.323471087579709
21	22	3.27727	3.29415	3.47039	3.56455	0.332282251105893
22	22	3.42035	3.29415	3.61749	3.5764	0.344280760571949
23	22	3.50452	3.2969	3.69438	3.57048	0.333005759709948
24	22	3.5943	3.2914	3.79801	3.56751	0.34312460739504
25	22	3.73458	3.2804	3.9451	3.59418	0.377857855284232
26	22	3.80472	3.26665	3.9919	3.56159	0.349322137861316
27	22	3.87486	3.2969	4.03871	3.53788	0.291407245791864
28	22	3.95341	3.2749	4.09219	3.50529	0.268959923594576
1	23	0.957063	3.43986	0.879549	3.54973	0.134461284747693
2	23	1.03001	3.41786	0.929695	3.58825	0.197726708678924
3	23	1.11698	3.41786	0.969811	3.609	0.241232697122509
4	23	1.18151	3.41786	0.993212	3.63566	0.287911404435462
5	23	1.26568	3.41786	1.05339	3.63566	0.304144511868947
6	23	1.34143	3.41786	1.17708	3.63566	0.27285117280305
7	23	1.47048	3.41786	1.26734	3.66233	0.317854432877693
8	23	1.57709	3.43986	1.37097	3.66233	0.303279335431875
9	23	1.67248	3.43986	1.48129	3.66233	0.293336866077212
10	23	1.80715	3.43986	1.62839	3.66233	0.285391027364211
11	23	1.92779	3.43986	1.75876	3.66233	0.279399430564917
12	23	2.01757	3.43986	1.89249	3.66233	0.255221290843848
13	23	2.16065	3.43986	2.04961	3.65937	0.245996995306853
14	23	2.26165	3.42886	2.17999	3.66826	0.252944095799842
15	23	2.36265	3.43436	2.31371	3.67122	0.241863149735548
16	23	2.54782	3.43436	2.56778	3.68604	0.252470243791224
17	23	2.72738	3.4646	2.79844	3.69196	0.238205989009513
18	23	2.86485	3.4536	2.99903	3.70085	0.281312699500041
19	23	2.99391	3.45635	3.16618	3.7127	0.308856399318518
20	23	3.1398	3.4646	3.31661	3.72752	0.316841762556643
21	23	3.2913	3.4591	3.47039	3.73937	0.33260261724767
22	23	3.41474	3.45085	3.62083	3.73641	0.352161329080863
23	23	3.4961	3.4591	3.71109	3.74826	0.360325138867662
24	23	3.5943	3.4701	3.80135	3.7453	0.344390392577958
25	23	3.73177	3.43986	3.94176	3.7453	0.37066075284551
26	23	3.80472	3.4481	3.98522	3.71567	0.32275990286899
27	23	3.88047	3.43986	4.04205	3.66233	0.274956355263885
28	23	3.94219	3.44261	4.09888	3.66233	0.269867809306705
1	24	0.954257	3.52098	0.91298	3.70382	0.187441341035003
2	24	1.03562	3.52098	0.91298	3.76308	0.271390824458013
3	24	1.10576	3.52098	0.959782	3.76308	0.282704769121428
4	24	1.19273	3.52098	1.00324	3.79863	0.336148750704209
5	24	1.26568	3.52098	1.07679	3.79863	0.33581089112773
6	24	1.34984	3.52098	1.18711	3.79863	0.321823826650545
7	24	1.4789	3.52098	1.28071	3.81938	0.358220373652868
8	24	1.57709	3.52098	1.37432	3.81938	0.360774490367598
9	24	1.66687	3.52098	1.48129	3.81938	0.351400763231955
10	24	1.80154	3.52098	1.61836	3.81938	0.350139218597403
11	24	1.9334	3.52098	1.74874	3.81938	0.350915767100882
12	24	2.0316	3.52098	1.88914	3.81938	0.330662080680565
13	24	2.16626	3.53231	2.06632	3.81938	0.303969058458258
14	24	2.26446	3.52853	2.19001	3.81641	0.297351134014989
15	24	2.37949	3.52853	2.34379	3.82827	0.301858505926204
16	24	2.56465	3.56251	2.58115	3.81938	0.257399391801923
17	24	2.71616	3.57384	2.78173	3.81938	0.254144282839493
18	24	2.84624	3.56966	2.96225	3.81938	0.275351409112066
19	24	2.99754	3.57961	3.17955	3.84012	0.317794116056292
20	24	3.13875	3.56469	3.33667	3.85493	0.351299849131764
21	24	3.29005	3.57464	3.46371	3.85493	0.329727584075097
22	24	3.42117	3.56469	3.60746	3.85197	0.342394162479444
23	24	3.50187	3.57961	3.69772	3.85197	0.335465634752652
24	24	3.57752	3.57961	3.78464	3.85493	0.34452836864328
25	24	3.71873	3.56469	3.92839	3.84604	0.350877668283406
26	24	3.78933	3.55972	3.97185	3.84012	0.334570934780653
27	24	3.8549	3.56469	3.9919	3.79863	0.271103160438974
28	24	3.95072	3.56469	4.03871	3.76308	0.217027261421232
1	25	0.945355	3.63853	0.91298	3.83419	0.19832038781981
2	25	1.04466	3.63853	0.91298	3.89049	0.284294678107065
3	25	1.11176	3.63853	0.963125	3.89049	0.292534108823228
4	25	1.1869	3.63853	1.01327	3.93197	0.340961010234308
5	25	1.2701	3.63853	1.06676	3.93197	0.357007267713138
6	25	1.34525	3.63853	1.19379	3.95272	0.348791467355496
7	25	1.4875	3.63853	1.2874	3.95272	0.372498813555158
8	25	1.58144	3.63853	1.37432	3.95272	0.376316423372672
9	25	1.67	3.63853	1.47795	3.95272	0.368237095632691
10	25	1.80151	3.63853	1.59161	3.95272	0.377853630523778
11	25	1.92766	3.63853	1.72533	3.95272	0.373701465076068
12	25	2.0377	3.63853	1.90586	3.95272	0.340730306400825
13	25	2.17726	3.6473	2.06632	3.9616	0.333304925856189
14	25	2.28461	3.66046	2.19001	3.98827	0.34118698114084
15	25	2.39734	3.67801	2.38057	3.98531	0.307757246705906
16	25	2.57447	3.69556	2.59118	3.95272	0.257702327696123
17	25	2.72745	3.69556	2.76501	3.95272	0.259888474542447
18	25	2.85628	3.68678	2.95891	3.93197	0.265802658000254
19	25	2.99584	3.69117	3.17621	3.95272	0.317713297486901
20	25	3.14077	3.67801	3.31996	3.98531	0.355727910206664
21	25	3.29912	3.69556	3.46371	3.95272	0.30532136135554
22	25	3.42526	3.69117	3.6108	3.97346	0.337805766232609
23	25	3.51115	3.7131	3.69772	3.95272	0.303687519170611
24	25	3.59972	3.68678	3.77795	3.95272	0.32014061988445
25	25	3.72049	3.66924	3.91167	3.95272	0.341922071238462
26	25	3.80637	3.63853	3.95847	3.93197	0.330516933908083
27	25	3.87079	3.63853	3.99525	3.91123	0.29975920603044
28	25	3.96204	3.63853	4.02199	3.89049	0.258993907457299
1	26	0.937303	3.83154	0.923009	3.97938	0.148529404617402
2	26	1.02587	3.83154	0.953096	4.01494	0.197310960354462
3	26	1.09297	3.83154	0.996555	4.06235	0.250138178463425
4	26	1.1869	3.83154	1.06342	4.09198	0.288229602921005
5	26	1.26742	3.83154	1.10019	4.1305	0.342553579020859
6	26	1.33183	3.83154	1.17374	4.1305	0.338185643840775
7	26	1.48213	3.83154	1.29743	4.1305	0.351413106756137
8	26	1.58949	3.83154	1.37432	4.15124	0.385365046287283
9	26	1.66732	3.83154	1.48129	4.15124	0.369885456459158
10	26	1.78809	3.83154	1.5983	4.15124	0.371790712767277
11	26	1.92497	3.83154	1.75542	4.1305	0.343692135638859
12	26	2.0377	3.83154	1.88914	4.1305	0.333837018917914
13	26	2.20946	3.84909	2.07635	4.14235	0.322055429545909
14	26	2.29803	3.84909	2.21007	4.1068	0.272307557184885
15	26	2.41881	3.83593	2.37722	4.1305	0.297491534333331
16	26	2.60936	3.86663	2.59786	4.09198	0.225643241644859
17	26	2.72477	3.86225	2.74161	4.06235	0.20080735942689
18	26	2.83481	3.86663	2.94219	4.09198	0.249625893889236
19	26	2.98779	3.87541	3.14278	4.09198	0.266316475269556
20	26	3.1354	3.86663	3.30993	4.09198	0.285032179586797
21	26	3.2857	3.87102	3.45702	4.09198	0.279595894104331
22	26	3.41184	3.83154	3.6108	4.09198	0.327740865929167
23	26	3.50846	3.83154	3.68435	4.09198	0.314271038595669
24	26	3.5863	3.83154	3.78129	4.09198	0.325346113700472
25	26	3.73123	3.83154	3.85818	4.06235	0.263418979194742
26	26	3.79832	3.83154	3.9217	4.06235	0.261717176547509
27	26	3.86274	3.80083	3.98522	4.01494	0.246666662725225
28	26	3.95399	3.79645	4.03871	4.01494	0.234340262225679
1	27	0.929252	3.9105	0.919666	4.10383	0.193567508368528
2	27	1.01782	3.9105	0.973154	4.14532	0.239030299242586
3	27	1.09834	3.9105	1.02664	4.17198	0.271132219405957
4	27	1.1869	3.9105	1.0701	4.19569	0.308181076803882
5	27	1.26742	3.9105	1.10353	4.22236	0.352301847426323
6	27	1.34257	3.9105	1.17374	4.22236	0.354626886318565
7	27	1.49287	3.9105	1.3108	4.24606	0.381772181411899
8	27	1.57875	3.9105	1.37766	4.24606	0.391200334483497
9	27	1.66195	3.9105	1.47126	4.24606	0.385957497271396
10	27	1.79078	3.94121	1.59496	4.24606	0.362324433208692
11	27	1.93034	3.94121	1.73536	4.24606	0.361871141292035
12	27	2.04038	3.94121	1.90586	4.22236	0.311674434145632
13	27	2.21752	3.93243	2.07969	4.22532	0.323699955205434
14	27	2.32219	3.93243	2.23013	4.20754	0.290104387591777
15	27	2.41612	3.94998	2.37722	4.22532	0.278074316685306
16	27	2.60936	3.94121	2.59452	4.17198	0.231246661597524
17	27	2.72477	3.94121	2.7483	4.17198	0.231966492838944
18	27	2.83212	3.94121	2.90542	4.17198	0.242131540489875
19	27	2.99584	3.94121	3.14278	4.17198	0.273580256049299
20	27	3.14077	3.94121	3.30658	4.17198	0.28416148401921
21	27	3.30449	3.94121	3.47039	4.17198	0.284214008979149
22	27	3.40379	3.94121	3.60077	4.19569	0.321809245982772
23	27	3.5031	3.94121	3.68435	4.17198	0.293438844395216
24	27	3.59166	3.94121	3.77461	4.17198	0.294491927563388
25	27	3.71781	3.9105	3.85818	4.14532	0.273576624184158
26	27	3.78759	3.9105	3.9217	4.14532	0.270418055055501
27	27	3.85468	3.9105	4.00528	4.10383	0.245064989135535
28	27	3.94325	3.9105	4.06879	4.07717	0.208660443064803
1	28	0.931935	4.03826	0.949753	4.20754	0.170215156563685
2	28	1.01245	4.03826	0.97984	4.24903	0.213277764898266
3	28	1.09028	4.0191	1.01996	4.28162	0.271775004001472
4	28	1.1869	4.0191	1.0467	4.31421	0.326719990358717
5	28	1.27279	4.0191	1.0935	4.31421	0.345303947559248
6	28	1.32915	4.0191	1.18711	4.33792	0.349029445749209
7	28	1.49287	4.0191	1.29074	4.33792	0.37749533679239
8	28	1.57875	4.0191	1.38769	4.33792	0.371685506846851
9	28	1.67269	4.03826	1.48129	4.33792	0.355570071293972
10	28	1.77736	4.03826	1.60164	4.33792	0.347381107718886
11	28	1.93034	4.03826	1.74874	4.33792	0.350392173999363
12	28	2.0538	4.03826	1.9092	4.31421	0.31154062736664
13	28	2.22288	4.02731	2.08972	4.31718	0.318992480318894
14	28	2.32487	4.02457	2.24016	4.29051	0.279105477731986
15	28	2.42149	4.04647	2.37388	4.30236	0.260281394263977
16	28	2.61205	4.03826	2.60121	4.28162	0.243601303773194
17	28	2.73551	4.03826	2.74496	4.24903	0.210981741864077
18	28	2.82407	4.03826	2.88871	4.24903	0.220459344324526
19	28	2.99853	4.03826	3.1294	4.24903	0.248094638797375
20	28	3.1354	4.03826	3.28653	4.24903	0.259353561379056
21	28	3.28838	4.03826	3.45368	4.24903	0.267858326172624
22	28	3.40111	4.03826	3.59408	4.24903	0.285764612574755
23	28	3.49504	4.03826	3.68435	4.24903	0.283305963580014
24	28	3.59703	4.03826	3.77126	4.24903	0.273459477436786
25	28	3.71244	4.0191	3.86487	4.20754	0.2423727263947
26	28	3.77954	4.0191	3.93173	4.20754	0.242221860491575
27	28	3.84932	4.0191	4.00862	4.18384	0.229163168070264
28	28	3.94325	3.99994	4.06545	4.16902	0.208616601448686
1	29	0.937303	4.17712	0.963125	4.29652	0.12216028685297
2	29	1.00977	4.16155	1.00324	4.31864	0.157225662663574
3	29	1.0876	4.16155	1.03333	4.35402	0.199974832916545
4	29	1.19227	4.16155	1.06342	4.3872	0.259846579735043
5	29	1.26474	4.14598	1.11022	4.40931	0.305318062518417
6	29	1.35867	4.14598	1.19045	4.42701	0.327529890697017
7	29	1.5036	4.16155	1.30077	4.42701	0.334079362577218
8	29	1.58949	4.16155	1.37432	4.44912	0.359158229475533
9	29	1.68879	4.16155	1.48464	4.42701	0.334882418320222
10	29	1.79883	4.16155	1.60833	4.42701	0.326740358082683
11	29	1.94108	4.16155	1.75876	4.40931	0.30761274355917
12	29	2.07795	4.16155	1.91589	4.40931	0.296054828030214
13	29	2.21752	4.16822	2.06967	4.42037	0.29229992302428
14	29	2.34366	4.17267	2.21676	4.39826	0.25883287677573
15	29	2.44833	4.16155	2.37388	4.39826	0.248141948489166
16	29	2.64157	4.17712	2.58783	4.37172	0.2018839954033
17	29	2.73014	4.17712	2.73827	4.35402	0.177086721410726
18	29	2.81334	4.17712	2.87533	4.35402	0.187446979436853
19	29	2.98511	4.19269	3.0826	4.35402	0.188498458879642
20	29	3.12467	4.19491	3.24641	4.35402	0.200341258107261
21	29	3.26691	4.19936	3.41356	4.35402	0.213133615602982
22	29	3.39306	4.17712	3.57403	4.35402	0.253068668349126
23	29	3.48968	4.17712	3.6576	4.33412	0.229882853645069
24	29	3.5863	4.16155	3.73783	4.31864	0.218262706388426
25	29	3.69365	4.16155	3.83478	4.29652	0.195280766590057
26	29	3.7688	4.16155	3.91501	4.29652	0.198983077169894
27	29	3.85468	4.16155	4.01196	4.29652	0.207253225065378
28	29	3.94862	4.13042	4.06545	4.26114	0.175319614704117
1	30	0.918516	4.26971	0.989618	4.33845	0.098897330621205
2	30	1.0044	4.26971	1.01845	4.36869	0.099972210638757
3	30	1.07955	4.25603	1.04152	4.39692	0.145932426143061
4	30	1.18959	4.25603	1.0617	4.42212	0.209622852284764
5	30	1.254	4.25603	1.0617	4.45034	0.273378247305816
6	30	1.34525	4.25603	1.19722	4.47454	0.263930864053449
7	30	1.5036	4.25603	1.30967	4.48563	0.300541186694936
8	30	1.59485	4.25603	1.38463	4.4947	0.318050023266781
9	30	1.69416	4.25603	1.4769	4.4947	0.322746458539827
10	30	1.79615	4.25603	1.6153	4.48563	0.292271932453324
11	30	1.93839	4.25603	1.76235	4.48563	0.289320309691525
12	30	2.07259	4.25603	1.9094	4.47454	0.272722562689631
13	30	2.20946	4.25774	2.06221	4.47857	0.265421271566542
14	30	2.34366	4.24918	2.22656	4.4574	0.238889050397878
15	30	2.44296	4.25089	2.35919	4.44933	0.215396950999776
16	30	2.62815	4.25603	2.58697	4.42212	0.171118907488331
17	30	2.74624	4.25603	2.73402	4.408	0.152460517183959
18	30	2.81871	4.25603	2.88684	4.408	0.166543020868483
19	30	2.98511	4.25603	3.09732	4.39692	0.180114064414748
20	30	3.13004	4.25603	3.2386	4.408	0.186762294106707
21	30	3.26691	4.25603	3.41737	4.39692	0.206126669065407
22	30	3.39306	4.25603	3.5673	4.39692	0.224074919837093
23	30	3.48699	4.25603	3.65957	4.37675	0.210611430838879
24	30	3.57556	4.25603	3.74318	4.36163	0.198110636766429
25	30	3.69365	4.25603	3.83257	4.34954	0.167460104203957
26	30	3.77148	4.25603	3.92195	4.33845	0.171564207514271
27	30	3.84663	4.25603	4.01422	4.33038	0.183342113547324
28	30	3.94057	4.25603	4.08918	4.31224	0.158885166708538
1	31	0.9212	4.36209	0.969434	4.35553	0.048678047988801
2	31	1.00708	4.36209	0.989618	4.38734	0.03069990136792
3	31	1.08223	4.36209	1.01557	4.42584	0.092236750267992
4	31	1.20301	4.36209	1.04152	4.44258	0.180437413526131
5	31	1.27279	4.3484	1.079	4.4794	0.23391358254706
6	31	1.35599	4.3484	1.19145	4.50619	0.227971699340072
7	31	1.50092	4.3484	1.30102	4.53799	0.275507491912652
8	31	1.59754	4.33472	1.37598	4.53799	0.300678443690265
9	31	1.69147	4.33472	1.49708	4.53799	0.281258182103206
10	31	1.82567	4.33472	1.62971	4.53799	0.282345558668805
11	31	1.95986	4.33472	1.76811	4.53799	0.279440074792432
12	31	2.08601	4.33472	1.9094	4.53799	0.269276410032516
13	31	2.21215	4.33985	2.05933	4.52795	0.242354208546086
14	31	2.34366	4.3313	2.22656	4.51791	0.220308197986367
15	31	2.4537	4.3313	2.37361	4.51121	0.196931501289154
16	31	2.63083	4.33472	2.60139	4.46434	0.132921247360984
17	31	2.73282	4.33472	2.73402	4.44258	0.107866675113309
18	31	2.80797	4.3484	2.87242	4.46434	0.132649485864062
19	31	2.98779	4.33472	3.07425	4.46769	0.158607542380557
20	31	3.12467	4.33472	3.23572	4.46601	0.171956874244678
21	31	3.26155	4.33472	3.4116	4.46266	0.197189366092596
22	31	3.39306	4.33472	3.55865	4.44258	0.197620413166252
23	31	3.47357	4.33472	3.66822	4.44258	0.222536293893828
24	31	3.57824	4.33472	3.7403	4.42584	0.185920138769311
25	31	3.68292	4.31419	3.85852	4.4024	0.196510468169001
26	31	3.78222	4.31419	3.93348	4.37562	0.163258177436844
27	31	3.85468	4.31419	4.00268	4.36892	0.157795351325696
28	31	3.94594	4.3159	4.07477	4.35553	0.134787632221951
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						
						0
